record_id,state,taluk_name,rainfall_mm,metric_group,holder_group,value,unit,value_level,is_zero
AG00650,Karnataka,Hiriyur,2189.8,Numbers,Female,14428.0,Count,Medium,No
AG00651,Karnataka,Hiriyur,2189.8,Numbers,Institution,187.0,Count,Low,No
AG00652,Karnataka,Hiriyur,2189.8,Numbers,Total,55745.0,Count,High,No
AG00653,Karnataka,Hiriyur,2189.8,Area,Male,88089.49,Area,High,No
AG00654,Karnataka,Hiriyur,2189.8,Area,Female,29396.48,Area,Medium,No
AG00655,Karnataka,Hiriyur,2189.8,Area,Institution,564.12,Area,Low,No
AG00656,Karnataka,Hiriyur,2189.8,Area,Total,118050.09,Area,High,No
AG00657,Karnataka,Holalkere,875.8,Numbers,Male,37672.0,Count,Medium,No
AG00658,Karnataka,Holalkere,875.8,Numbers,Female,10804.0,Count,Medium,No
AG00659,Karnataka,Holalkere,875.8,Numbers,Institution,232.0,Count,Low,No
AG00660,Karnataka,Holalkere,875.8,Numbers,Total,48708.0,Count,Medium,No
AG00661,Karnataka,Holalkere,875.8,Area,Male,52401.36,Area,High,No
AG00662,Karnataka,Holalkere,875.8,Area,Female,14115.13,Area,Medium,No
AG00663,Karnataka,Holalkere,875.8,Area,Institution,1915.98,Area,Low,No
AG00664,Karnataka,Holalkere,875.8,Area,Total,68432.47,Area,High,No
AG00665,Karnataka,Holenarasipura,2325.4,Numbers,Male,41617.0,Count,Medium,No
AG00666,Karnataka,Holenarasipura,2325.4,Numbers,Female,10286.0,Count,Medium,No
AG00667,Karnataka,Holenarasipura,2325.4,Numbers,Institution,75.0,Count,Low,No
AG00668,Karnataka,Holenarasipura,2325.4,Numbers,Total,51978.0,Count,High,No
AG00669,Karnataka,Holenarasipura,2325.4,Area,Male,30935.26,Area,Medium,No
AG00670,Karnataka,Holenarasipura,2325.4,Area,Female,6831.65,Area,Low,No
AG00671,Karnataka,Holenarasipura,2325.4,Area,Institution,294.14,Area,Low,No
AG00672,Karnataka,Holenarasipura,2325.4,Area,Total,38061.05,Area,Medium,No
AG00673,Karnataka,Honnali,2205.2,Numbers,Male,33845.0,Count,Medium,No
AG00674,Karnataka,Honnali,2205.2,Numbers,Female,10459.0,Count,Medium,No
AG00675,Karnataka,Honnali,2205.2,Numbers,Institution,117.0,Count,Low,No
AG00676,Karnataka,Honnali,2205.2,Numbers,Total,44421.0,Count,Medium,No
AG00677,Karnataka,Honnali,2205.2,Area,Male,42724.85,Area,Medium,No
AG00678,Karnataka,Honnali,2205.2,Area,Female,13068.64,Area,Medium,No
AG00679,Karnataka,Honnali,2205.2,Area,Institution,200.48,Area,Low,No
AG00680,Karnataka,Honnali,2205.2,Area,Total,55993.97,Area,High,No
AG00681,Karnataka,Honnavar,2064.0,Numbers,Male,21728.0,Count,Medium,No
AG00682,Karnataka,Honnavar,2064.0,Numbers,Female,5387.0,Count,Low,No
AG00683,Karnataka,Honnavar,2064.0,Numbers,Institution,184.0,Count,Low,No
AG00684,Karnataka,Honnavar,2064.0,Numbers,Total,27299.0,Count,Medium,No
AG00685,Karnataka,Honnavar,2064.0,Area,Male,10246.58,Area,Medium,No
AG00686,Karnataka,Honnavar,2064.0,Area,Female,2040.11,Area,Low,No
AG00687,Karnataka,Honnavar,2064.0,Area,Institution,84.66,Area,Low,No
AG00688,Karnataka,Honnavar,2064.0,Area,Total,12371.35,Area,Medium,No
AG00689,Karnataka,Hosadurga,1911.3,Numbers,Male,42721.0,Count,Medium,No
AG00690,Karnataka,Hosadurga,1911.3,Numbers,Female,9441.0,Count,Low,No
AG00691,Karnataka,Hosadurga,1911.3,Numbers,Institution,116.0,Count,Low,No
AG00692,Karnataka,Hosadurga,1911.3,Numbers,Total,52278.0,Count,High,No
AG00693,Karnataka,Hosadurga,1911.3,Area,Male,61984.22,Area,High,No
AG00694,Karnataka,Hosadurga,1911.3,Area,Female,12542.28,Area,Medium,No
AG00695,Karnataka,Hosadurga,1911.3,Area,Institution,513.35,Area,Low,No
AG00696,Karnataka,Hosadurga,1911.3,Area,Total,75039.85,Area,High,No
AG00697,Karnataka,Hosanagar,905.0,Numbers,Male,13612.0,Count,Medium,No
AG00698,Karnataka,Hosanagar,905.0,Numbers,Female,4418.0,Count,Low,No
AG00699,Karnataka,Hosanagar,905.0,Numbers,Institution,13.0,Count,Low,No
AG00700,Karnataka,Hosanagar,905.0,Numbers,Total,18043.0,Count,Medium,No
AG00701,Karnataka,Hosanagar,905.0,Area,Male,16902.74,Area,Medium,No
AG00702,Karnataka,Hosanagar,905.0,Area,Female,5464.32,Area,Low,No
AG00703,Karnataka,Hosanagar,905.0,Area,Institution,20.72,Area,Low,No
AG00704,Karnataka,Hosanagar,905.0,Area,Total,22387.78,Area,Medium,No
AG00705,Karnataka,Hoskote,1123.4,Numbers,Male,40279.0,Count,Medium,No
AG00706,Karnataka,Hoskote,1123.4,Numbers,Female,9236.0,Count,Low,No
AG00707,Karnataka,Hoskote,1123.4,Numbers,Institution,71.0,Count,Low,No
AG00708,Karnataka,Hoskote,1123.4,Numbers,Total,49586.0,Count,Medium,No
AG00709,Karnataka,Hoskote,1123.4,Area,Male,30101.81,Area,Medium,No
AG00710,Karnataka,Hoskote,1123.4,Area,Female,5600.67,Area,Low,No
AG00711,Karnataka,Hoskote,1123.4,Area,Institution,68.5,Area,Low,No
AG00712,Karnataka,Hoskote,1123.4,Area,Total,35770.98,Area,Medium,No
AG00713,Karnataka,Hospet,1292.8,Numbers,Male,15403.0,Count,Medium,No
AG00714,Karnataka,Hospet,1292.8,Numbers,Female,5301.0,Count,Low,No
AG00715,Karnataka,Hospet,1292.8,Numbers,Institution,75.0,Count,Low,No
AG00716,Karnataka,Hospet,1292.8,Numbers,Total,20779.0,Count,Medium,No
AG00717,Karnataka,Hospet,1292.8,Area,Male,16982.94,Area,Medium,No
AG00718,Karnataka,Hospet,1292.8,Area,Female,5414.89,Area,Low,No
AG00719,Karnataka,Hospet,1292.8,Area,Institution,187.29,Area,Low,No
AG00720,Karnataka,Hospet,1292.8,Area,Total,22585.12,Area,Medium,No
AG00721,Karnataka,Hubballi Nagara,1469.0,Numbers,Male,0.0,Count,Zero,Yes
AG00722,Karnataka,Hubballi Nagara,1469.0,Numbers,Female,0.0,Count,Zero,Yes
AG00723,Karnataka,Hubballi Nagara,1469.0,Numbers,Institution,0.0,Count,Zero,Yes
AG00724,Karnataka,Hubballi Nagara,1469.0,Numbers,Total,0.0,Count,Zero,Yes
AG00725,Karnataka,Hubballi Nagara,1469.0,Area,Male,0.0,Area,Zero,Yes
AG00726,Karnataka,Hubballi Nagara,1469.0,Area,Female,0.0,Area,Zero,Yes
AG00727,Karnataka,Hubballi Nagara,1469.0,Area,Institution,0.0,Area,Zero,Yes
AG00728,Karnataka,Hubballi Nagara,1469.0,Area,Total,0.0,Area,Zero,Yes
AG00729,Karnataka,Hubli,861.2,Numbers,Male,24637.0,Count,Medium,No
AG00730,Karnataka,Hubli,861.2,Numbers,Female,5154.0,Count,Low,No
AG00731,Karnataka,Hubli,861.2,Numbers,Institution,38.0,Count,Low,No
AG00732,Karnataka,Hubli,861.2,Numbers,Total,29829.0,Count,Medium,No
AG00733,Karnataka,Hubli,861.2,Area,Male,50967.22,Area,High,No
AG00734,Karnataka,Hubli,861.2,Area,Female,9884.22,Area,Low,No
AG00735,Karnataka,Hubli,861.2,Area,Institution,160.1,Area,Low,No
AG00736,Karnataka,Hubli,861.2,Area,Total,61011.54,Area,High,No
AG00737,Karnataka,Hukkeri,1348.7,Numbers,Male,50069.0,Count,High,No
AG00738,Karnataka,Hukkeri,1348.7,Numbers,Female,3998.0,Count,Low,No
AG00739,Karnataka,Hukkeri,1348.7,Numbers,Institution,58.0,Count,Low,No
AG00740,Karnataka,Hukkeri,1348.7,Numbers,Total,54125.0,Count,High,No
AG00741,Karnataka,Hukkeri,1348.7,Area,Male,63738.0,Area,High,No
AG00742,Karnataka,Hukkeri,1348.7,Area,Female,4690.0,Area,Low,No
AG00743,Karnataka,Hukkeri,1348.7,Area,Institution,395.0,Area,Low,No
AG00744,Karnataka,Hukkeri,1348.7,Area,Total,68823.0,Area,High,No
AG00745,Karnataka,Hulasuru,1112.7,Numbers,Male,0.0,Count,Zero,Yes
AG00746,Karnataka,Hulasuru,1112.7,Numbers,Female,0.0,Count,Zero,Yes
AG00747,Karnataka,Hulasuru,1112.7,Numbers,Institution,0.0,Count,Zero,Yes
AG00748,Karnataka,Hulasuru,1112.7,Numbers,Total,0.0,Count,Zero,Yes
AG00749,Karnataka,Hulasuru,1112.7,Area,Male,0.0,Area,Zero,Yes
AG00750,Karnataka,Hulasuru,1112.7,Area,Female,0.0,Area,Zero,Yes
AG00751,Karnataka,Hulasuru,1112.7,Area,Institution,0.0,Area,Zero,Yes
AG00752,Karnataka,Hulasuru,1112.7,Area,Total,0.0,Area,Zero,Yes
AG00753,Karnataka,Humnabad,1129.0,Numbers,Male,34951.0,Count,Medium,No
AG00754,Karnataka,Humnabad,1129.0,Numbers,Female,9849.0,Count,Low,No
AG00755,Karnataka,Humnabad,1129.0,Numbers,Institution,63.0,Count,Low,No
AG00756,Karnataka,Humnabad,1129.0,Numbers,Total,44863.0,Count,Medium,No
AG00757,Karnataka,Humnabad,1129.0,Area,Male,58556.12,Area,High,No
AG00758,Karnataka,Humnabad,1129.0,Area,Female,15823.13,Area,Medium,No
AG00759,Karnataka,Humnabad,1129.0,Area,Institution,99.2,Area,Low,No
AG00760,Karnataka,Humnabad,1129.0,Area,Total,74478.45,Area,High,No
AG00761,Karnataka,Hungund,1066.8,Numbers,Male,38529.0,Count,Medium,No
AG00762,Karnataka,Hungund,1066.8,Numbers,Female,10302.0,Count,Medium,No
AG00763,Karnataka,Hungund,1066.8,Numbers,Institution,24.0,Count,Low,No
AG00764,Karnataka,Hungund,1066.8,Numbers,Total,48855.0,Count,Medium,No
AG00765,Karnataka,Hungund,1066.8,Area,Male,83569.08,Area,High,No
AG00766,Karnataka,Hungund,1066.8,Area,Female,21400.84,Area,Medium,No
AG00767,Karnataka,Hungund,1066.8,Area,Institution,62.92,Area,Low,No
AG00768,Karnataka,Hungund,1066.8,Area,Total,105032.84,Area,High,No
AG00769,Karnataka,Hunisigi,2133.1,Numbers,Male,0.0,Count,Zero,Yes
AG00770,Karnataka,Hunisigi,2133.1,Numbers,Female,0.0,Count,Zero,Yes
AG00771,Karnataka,Hunisigi,2133.1,Numbers,Institution,0.0,Count,Zero,Yes
AG00772,Karnataka,Hunisigi,2133.1,Numbers,Total,0.0,Count,Zero,Yes
AG00773,Karnataka,Hunisigi,2133.1,Area,Male,0.0,Area,Zero,Yes
AG00774,Karnataka,Hunisigi,2133.1,Area,Female,0.0,Area,Zero,Yes
AG00775,Karnataka,Hunisigi,2133.1,Area,Institution,0.0,Area,Zero,Yes
AG00776,Karnataka,Hunisigi,2133.1,Area,Total,0.0,Area,Zero,Yes
AG00777,Karnataka,Hunsur,551.8,Numbers,Male,43508.0,Count,Medium,No
AG00778,Karnataka,Hunsur,551.8,Numbers,Female,14738.0,Count,Medium,No
AG00779,Karnataka,Hunsur,551.8,Numbers,Institution,40.0,Count,Low,No
AG00780,Karnataka,Hunsur,551.8,Numbers,Total,58286.0,Count,High,No
AG00781,Karnataka,Hunsur,551.8,Area,Male,41698.27,Area,Medium,No
AG00782,Karnataka,Hunsur,551.8,Area,Female,13908.94,Area,Medium,No
AG00783,Karnataka,Hunsur,551.8,Area,Institution,171.87,Area,Low,No
AG00784,Karnataka,Hunsur,551.8,Area,Total,55779.08,Area,High,No
AG00785,Karnataka,Ilkal,834.0,Numbers,Male,0.0,Count,Zero,Yes
AG00786,Karnataka,Ilkal,834.0,Numbers,Female,0.0,Count,Zero,Yes
AG00787,Karnataka,Ilkal,834.0,Numbers,Institution,0.0,Count,Zero,Yes
AG00788,Karnataka,Ilkal,834.0,Numbers,Total,0.0,Count,Zero,Yes
AG00789,Karnataka,Ilkal,834.0,Area,Male,0.0,Area,Zero,Yes
AG00790,Karnataka,Ilkal,834.0,Area,Female,0.0,Area,Zero,Yes
AG00791,Karnataka,Ilkal,834.0,Area,Institution,0.0,Area,Zero,Yes
AG00792,Karnataka,Ilkal,834.0,Area,Total,0.0,Area,Zero,Yes
AG00793,Karnataka,Indi,1413.9,Numbers,Male,72171.0,Count,High,No
AG00794,Karnataka,Indi,1413.9,Numbers,Female,10670.0,Count,Medium,No
AG00795,Karnataka,Indi,1413.9,Numbers,Institution,32.0,Count,Low,No
AG00796,Karnataka,Indi,1413.9,Numbers,Total,82873.0,Count,High,No
AG00797,Karnataka,Indi,1413.9,Area,Male,178301.29,Area,High,No
AG00798,Karnataka,Indi,1413.9,Area,Female,23516.91,Area,Medium,No
AG00799,Karnataka,Indi,1413.9,Area,Institution,210.47,Area,Low,No
AG00800,Karnataka,Indi,1413.9,Area,Total,202028.67,Area,High,No
AG00801,Karnataka,Jagaluru,2458.1,Numbers,Male,28815.0,Count,Medium,No
AG00802,Karnataka,Jagaluru,2458.1,Numbers,Female,9546.0,Count,Low,No
AG00803,Karnataka,Jagaluru,2458.1,Numbers,Institution,111.0,Count,Low,No
AG00804,Karnataka,Jagaluru,2458.1,Numbers,Total,38472.0,Count,Medium,No
AG00805,Karnataka,Jagaluru,2458.1,Area,Male,49692.44,Area,Medium,No
AG00806,Karnataka,Jagaluru,2458.1,Area,Female,16209.68,Area,Medium,No
AG00807,Karnataka,Jagaluru,2458.1,Area,Institution,282.93,Area,Low,No
AG00808,Karnataka,Jagaluru,2458.1,Area,Total,66185.05,Area,High,No
AG00809,Karnataka,Jamakhandi,885.1,Numbers,Male,49006.0,Count,Medium,No
AG00810,Karnataka,Jamakhandi,885.1,Numbers,Female,7125.0,Count,Low,No
AG00811,Karnataka,Jamakhandi,885.1,Numbers,Institution,25.0,Count,Low,No
AG00812,Karnataka,Jamakhandi,885.1,Numbers,Total,56156.0,Count,High,No
AG00813,Karnataka,Jamakhandi,885.1,Area,Male,80014.35,Area,High,No
AG00814,Karnataka,Jamakhandi,885.1,Area,Female,10441.14,Area,Medium,No
AG00815,Karnataka,Jamakhandi,885.1,Area,Institution,131.92,Area,Low,No
AG00816,Karnataka,Jamakhandi,885.1,Area,Total,90587.41,Area,High,No
AG00817,Karnataka,Jevargi,1128.9,Numbers,Male,54761.0,Count,High,No
AG00818,Karnataka,Jevargi,1128.9,Numbers,Female,18849.0,Count,Medium,No
AG00819,Karnataka,Jevargi,1128.9,Numbers,Institution,26.0,Count,Low,No
AG00820,Karnataka,Jevargi,1128.9,Numbers,Total,73636.0,Count,High,No
AG00821,Karnataka,Jevargi,1128.9,Area,Male,124077.15,Area,High,No
AG00822,Karnataka,Jevargi,1128.9,Area,Female,38655.71,Area,Medium,No
AG00823,Karnataka,Jevargi,1128.9,Area,Institution,93.93,Area,Low,No
AG00824,Karnataka,Jevargi,1128.9,Area,Total,162826.79,Area,High,No
AG00825,Karnataka,Joida,910.2,Numbers,Male,4425.0,Count,Low,No
AG00826,Karnataka,Joida,910.2,Numbers,Female,1165.0,Count,Low,No
AG00827,Karnataka,Joida,910.2,Numbers,Institution,6.0,Count,Low,No
AG00828,Karnataka,Joida,910.2,Numbers,Total,5596.0,Count,Low,No
AG00829,Karnataka,Joida,910.2,Area,Male,6936.29,Area,Low,No
AG00830,Karnataka,Joida,910.2,Area,Female,1630.73,Area,Low,No
AG00831,Karnataka,Joida,910.2,Area,Institution,4.53,Area,Low,No
AG00832,Karnataka,Joida,910.2,Area,Total,8571.55,Area,Low,No
AG00833,Karnataka,K.G.F,1089.0,Numbers,Male,30431.0,Count,Medium,No
AG00834,Karnataka,K.G.F,1089.0,Numbers,Female,5646.0,Count,Low,No
AG00835,Karnataka,K.G.F,1089.0,Numbers,Institution,36.0,Count,Low,No
AG00836,Karnataka,K.G.F,1089.0,Numbers,Total,36113.0,Count,Medium,No
AG00837,Karnataka,K.G.F,1089.0,Area,Male,22461.54,Area,Medium,No
AG00838,Karnataka,K.G.F,1089.0,Area,Female,4599.93,Area,Low,No
AG00839,Karnataka,K.G.F,1089.0,Area,Institution,54.51,Area,Low,No
AG00840,Karnataka,K.G.F,1089.0,Area,Total,27115.98,Area,Medium,No
AG00841,Karnataka,K.R.Nagar,1777.7,Numbers,Male,53639.0,Count,High,No
AG00842,Karnataka,K.R.Nagar,1777.7,Numbers,Female,15015.0,Count,Medium,No
AG00843,Karnataka,K.R.Nagar,1777.7,Numbers,Institution,64.0,Count,Low,No
AG00844,Karnataka,K.R.Nagar,1777.7,Numbers,Total,68718.0,Count,High,No
AG00845,Karnataka,K.R.Nagar,1777.7,Area,Male,32623.12,Area,Medium,No
AG00846,Karnataka,K.R.Nagar,1777.7,Area,Female,8931.16,Area,Low,No
AG00847,Karnataka,K.R.Nagar,1777.7,Area,Institution,65.72,Area,Low,No
AG00848,Karnataka,K.R.Nagar,1777.7,Area,Total,41620.0,Area,Medium,No
AG00849,Karnataka,Kadaba,2070.8,Numbers,Male,13091.0,Count,Medium,No
AG00850,Karnataka,Kadaba,2070.8,Numbers,Female,5938.0,Count,Low,No
AG00851,Karnataka,Kadaba,2070.8,Numbers,Institution,62.0,Count,Low,No
AG00852,Karnataka,Kadaba,2070.8,Numbers,Total,19091.0,Count,Medium,No
AG00853,Karnataka,Kadaba,2070.8,Area,Male,10054.92,Area,Medium,No
AG00854,Karnataka,Kadaba,2070.8,Area,Female,4401.89,Area,Low,No
AG00855,Karnataka,Kadaba,2070.8,Area,Institution,77.78,Area,Low,No
AG00856,Karnataka,Kadaba,2070.8,Area,Total,14534.59,Area,Medium,No
AG00857,Karnataka,Kadur,600.7,Numbers,Male,64955.0,Count,High,No
AG00858,Karnataka,Kadur,600.7,Numbers,Female,12002.0,Count,Medium,No
AG00859,Karnataka,Kadur,600.7,Numbers,Institution,421.0,Count,Low,No
AG00860,Karnataka,Kadur,600.7,Numbers,Total,77378.0,Count,High,No
AG00861,Karnataka,Kadur,600.7,Area,Male,80860.13,Area,High,No
AG00862,Karnataka,Kadur,600.7,Area,Female,13811.73,Area,Medium,No
AG00863,Karnataka,Kadur,600.7,Area,Institution,928.58,Area,Low,No
AG00864,Karnataka,Kadur,600.7,Area,Total,95600.44,Area,High,No
AG00865,Karnataka,Kagavada,2040.2,Numbers,Male,0.0,Count,Zero,Yes
AG00866,Karnataka,Kagavada,2040.2,Numbers,Female,0.0,Count,Zero,Yes
AG00867,Karnataka,Kagavada,2040.2,Numbers,Institution,0.0,Count,Zero,Yes
AG00868,Karnataka,Kagavada,2040.2,Numbers,Total,0.0,Count,Zero,Yes
AG00869,Karnataka,Kagavada,2040.2,Area,Male,0.0,Area,Zero,Yes
AG00870,Karnataka,Kagavada,2040.2,Area,Female,0.0,Area,Zero,Yes
AG00871,Karnataka,Kagavada,2040.2,Area,Institution,0.0,Area,Zero,Yes
AG00872,Karnataka,Kagavada,2040.2,Area,Total,0.0,Area,Zero,Yes
AG00873,Karnataka,Kalagi,1717.8,Numbers,Male,0.0,Count,Zero,Yes
AG00874,Karnataka,Kalagi,1717.8,Numbers,Female,0.0,Count,Zero,Yes
AG00875,Karnataka,Kalagi,1717.8,Numbers,Institution,0.0,Count,Zero,Yes
AG00876,Karnataka,Kalagi,1717.8,Numbers,Total,0.0,Count,Zero,Yes
AG00877,Karnataka,Kalagi,1717.8,Area,Male,0.0,Area,Zero,Yes
AG00878,Karnataka,Kalagi,1717.8,Area,Female,0.0,Area,Zero,Yes
AG00879,Karnataka,Kalagi,1717.8,Area,Institution,0.0,Area,Zero,Yes
AG00880,Karnataka,Kalagi,1717.8,Area,Total,0.0,Area,Zero,Yes
AG00881,Karnataka,Kalgatgi,1181.0,Numbers,Male,20096.0,Count,Medium,No
AG00882,Karnataka,Kalgatgi,1181.0,Numbers,Female,3854.0,Count,Low,No
AG00883,Karnataka,Kalgatgi,1181.0,Numbers,Institution,34.0,Count,Low,No
AG00884,Karnataka,Kalgatgi,1181.0,Numbers,Total,23984.0,Count,Medium,No
AG00885,Karnataka,Kalgatgi,1181.0,Area,Male,35811.9,Area,Medium,No
AG00886,Karnataka,Kalgatgi,1181.0,Area,Female,6430.1,Area,Low,No
AG00887,Karnataka,Kalgatgi,1181.0,Area,Institution,360.97,Area,Low,No
AG00888,Karnataka,Kalgatgi,1181.0,Area,Total,42602.97,Area,Medium,No
AG00889,Karnataka,Kamalanagara,1182.2,Numbers,Male,0.0,Count,Zero,Yes
AG00890,Karnataka,Kamalanagara,1182.2,Numbers,Female,0.0,Count,Zero,Yes
AG00891,Karnataka,Kamalanagara,1182.2,Numbers,Institution,0.0,Count,Zero,Yes
AG00892,Karnataka,Kamalanagara,1182.2,Numbers,Total,0.0,Count,Zero,Yes
AG00893,Karnataka,Kamalanagara,1182.2,Area,Male,0.0,Area,Zero,Yes
AG00894,Karnataka,Kamalanagara,1182.2,Area,Female,0.0,Area,Zero,Yes
AG00895,Karnataka,Kamalanagara,1182.2,Area,Institution,0.0,Area,Zero,Yes
AG00896,Karnataka,Kamalanagara,1182.2,Area,Total,0.0,Area,Zero,Yes
AG00897,Karnataka,Kamalapura,1855.2,Numbers,Male,0.0,Count,Zero,Yes
AG00898,Karnataka,Kamalapura,1855.2,Numbers,Female,0.0,Count,Zero,Yes
AG00899,Karnataka,Kamalapura,1855.2,Numbers,Institution,0.0,Count,Zero,Yes
AG00900,Karnataka,Kamalapura,1855.2,Numbers,Total,0.0,Count,Zero,Yes
AG00901,Karnataka,Kamalapura,1855.2,Area,Male,0.0,Area,Zero,Yes
AG00902,Karnataka,Kamalapura,1855.2,Area,Female,0.0,Area,Zero,Yes
AG00903,Karnataka,Kamalapura,1855.2,Area,Institution,0.0,Area,Zero,Yes
AG00904,Karnataka,Kamalapura,1855.2,Area,Total,0.0,Area,Zero,Yes
AG00905,Karnataka,Kampli,2237.6,Numbers,Male,14326.0,Count,Medium,No
AG00906,Karnataka,Kampli,2237.6,Numbers,Female,4600.0,Count,Low,No
AG00907,Karnataka,Kampli,2237.6,Numbers,Institution,24.0,Count,Low,No
AG00908,Karnataka,Kampli,2237.6,Numbers,Total,18950.0,Count,Medium,No
AG00909,Karnataka,Kampli,2237.6,Area,Male,20656.61,Area,Medium,No
AG00910,Karnataka,Kampli,2237.6,Area,Female,6719.74,Area,Low,No
AG00911,Karnataka,Kampli,2237.6,Area,Institution,56.67,Area,Low,No
AG00912,Karnataka,Kampli,2237.6,Area,Total,27433.02,Area,Medium,No
AG00913,Karnataka,Kanakagiri,660.1,Numbers,Male,0.0,Count,Zero,Yes
AG00914,Karnataka,Kanakagiri,660.1,Numbers,Female,0.0,Count,Zero,Yes
AG00915,Karnataka,Kanakagiri,660.1,Numbers,Institution,0.0,Count,Zero,Yes
AG00916,Karnataka,Kanakagiri,660.1,Numbers,Total,0.0,Count,Zero,Yes
AG00917,Karnataka,Kanakagiri,660.1,Area,Male,0.0,Area,Zero,Yes
AG00918,Karnataka,Kanakagiri,660.1,Area,Female,0.0,Area,Zero,Yes
AG00919,Karnataka,Kanakagiri,660.1,Area,Institution,0.0,Area,Zero,Yes
AG00920,Karnataka,Kanakagiri,660.1,Area,Total,0.0,Area,Zero,Yes
AG00921,Karnataka,Kanakpura,864.5,Numbers,Male,75189.0,Count,High,No
AG00922,Karnataka,Kanakpura,864.5,Numbers,Female,20843.0,Count,Medium,No
AG00923,Karnataka,Kanakpura,864.5,Numbers,Institution,30.0,Count,Low,No
AG00924,Karnataka,Kanakpura,864.5,Numbers,Total,96062.0,Count,High,No
AG00925,Karnataka,Kanakpura,864.5,Area,Male,53509.7,Area,High,No
AG00926,Karnataka,Kanakpura,864.5,Area,Female,14436.69,Area,Medium,No
AG00927,Karnataka,Kanakpura,864.5,Area,Institution,58.51,Area,Low,No
AG00928,Karnataka,Kanakpura,864.5,Area,Total,68004.9,Area,High,No
AG00929,Karnataka,Kapu,1444.0,Numbers,Male,9616.0,Count,Low,No
AG00930,Karnataka,Kapu,1444.0,Numbers,Female,7796.0,Count,Low,No
AG00931,Karnataka,Kapu,1444.0,Numbers,Institution,78.0,Count,Low,No
AG00932,Karnataka,Kapu,1444.0,Numbers,Total,17490.0,Count,Medium,No
AG00933,Karnataka,Kapu,1444.0,Area,Male,4912.0,Area,Low,No
AG00934,Karnataka,Kapu,1444.0,Area,Female,5052.0,Area,Low,No
AG00935,Karnataka,Kapu,1444.0,Area,Institution,143.0,Area,Low,No
AG00936,Karnataka,Kapu,1444.0,Area,Total,10107.0,Area,Medium,No
AG00937,Karnataka,Karatagi,1891.1,Numbers,Male,0.0,Count,Zero,Yes
AG00938,Karnataka,Karatagi,1891.1,Numbers,Female,0.0,Count,Zero,Yes
AG00939,Karnataka,Karatagi,1891.1,Numbers,Institution,0.0,Count,Zero,Yes
AG00940,Karnataka,Karatagi,1891.1,Numbers,Total,0.0,Count,Zero,Yes
AG00941,Karnataka,Karatagi,1891.1,Area,Male,0.0,Area,Zero,Yes
AG00942,Karnataka,Karatagi,1891.1,Area,Female,0.0,Area,Zero,Yes
AG00943,Karnataka,Karatagi,1891.1,Area,Institution,0.0,Area,Zero,Yes
AG00944,Karnataka,Karatagi,1891.1,Area,Total,0.0,Area,Zero,Yes
AG00945,Karnataka,Karkala,1390.0,Numbers,Male,18692.0,Count,Medium,No
AG00946,Karnataka,Karkala,1390.0,Numbers,Female,14489.0,Count,Medium,No
AG00947,Karnataka,Karkala,1390.0,Numbers,Institution,145.0,Count,Low,No
AG00948,Karnataka,Karkala,1390.0,Numbers,Total,33326.0,Count,Medium,No
AG00949,Karnataka,Karkala,1390.0,Area,Male,17916.0,Area,Medium,No
AG00950,Karnataka,Karkala,1390.0,Area,Female,14214.0,Area,Medium,No
AG00951,Karnataka,Karkala,1390.0,Area,Institution,423.0,Area,Low,No
AG00952,Karnataka,Karkala,1390.0,Area,Total,32553.0,Area,Medium,No
AG00953,Karnataka,Karwar,1262.6,Numbers,Male,16940.0,Count,Medium,No
AG00954,Karnataka,Karwar,1262.6,Numbers,Female,7471.0,Count,Low,No
AG00955,Karnataka,Karwar,1262.6,Numbers,Institution,53.0,Count,Low,No
AG00956,Karnataka,Karwar,1262.6,Numbers,Total,24464.0,Count,Medium,No
AG00957,Karnataka,Karwar,1262.6,Area,Male,6420.96,Area,Low,No
AG00958,Karnataka,Karwar,1262.6,Area,Female,2335.41,Area,Low,No
AG00959,Karnataka,Karwar,1262.6,Area,Institution,12.97,Area,Low,No
AG00960,Karnataka,Karwar,1262.6,Area,Total,8769.34,Area,Low,No
AG00961,Karnataka,Khanapur,626.2,Numbers,Male,34900.0,Count,Medium,No
AG00962,Karnataka,Khanapur,626.2,Numbers,Female,3076.0,Count,Low,No
AG00963,Karnataka,Khanapur,626.2,Numbers,Institution,177.0,Count,Low,No
AG00964,Karnataka,Khanapur,626.2,Numbers,Total,38153.0,Count,Medium,No
AG00965,Karnataka,Khanapur,626.2,Area,Male,64535.0,Area,High,No
AG00966,Karnataka,Khanapur,626.2,Area,Female,5230.0,Area,Low,No
AG00967,Karnataka,Khanapur,626.2,Area,Institution,770.0,Area,Low,No
AG00968,Karnataka,Khanapur,626.2,Area,Total,70535.0,Area,High,No
AG00969,Karnataka,Kitthuru,2164.5,Numbers,Male,0.0,Count,Zero,Yes
AG00970,Karnataka,Kitthuru,2164.5,Numbers,Female,0.0,Count,Zero,Yes
AG00971,Karnataka,Kitthuru,2164.5,Numbers,Institution,0.0,Count,Zero,Yes
AG00972,Karnataka,Kitthuru,2164.5,Numbers,Total,0.0,Count,Zero,Yes
AG00973,Karnataka,Kitthuru,2164.5,Area,Male,0.0,Area,Zero,Yes
AG00974,Karnataka,Kitthuru,2164.5,Area,Female,0.0,Area,Zero,Yes
AG00975,Karnataka,Kitthuru,2164.5,Area,Institution,0.0,Area,Zero,Yes
